Category,Root,Word Form 1,Word Form 2,Word Form 3,Word Form 4
Noun_m_e1,गोसाईं,गोसाईंओ/गोसाईँओ/गोसाईंअउं/गोसाईँअउँ/गोसाईंऔं/गोसाईँऔँ,गोसाईंओ/गोसाईँओ/गोसाईंअउं/गोसाईँअउँ/गोसाईंऔं/गोसाईँऔँ,गोसाईंओ/गोसाईँओ/गोसाईंअउं/गोसाईँअउँ/गोसाईंऔं/गोसाईँऔँ,गोसाईंअनउ/गोसाईँअनउ/गोसाईंअनो/गोसाईँअनो/गोसाईंअनौ/गोसाईँअनौ
Noun_m_e1,सोनरा,सोनरो/सोनरउ/सोनरौ,सोनरो/सोनरउ/सोनरौ,सोनरो/सोनरउ/सोनरौ,सोनरनउ/सोनरनो/सोनरनौ
Noun_f,लड़की,लड़की,लड़किन,लड़की,लड़किन
Noun_f,माई,माई/मायी,माइन/मायन,माई/मायी,माइन/मायन
Noun_f,रात,रात,रात,रात,रातन
Noun_f,राति,राति,राति,राति,रातिन
Noun_f,औरत,औरत,औरतन,औरत,औरतन
Noun_f,भासा,भासा,भासा,भासा,भासन
Noun_f,गुड़िया,गुड़िया/गुड़िआ,गुड़िया/गुड़िआ,गुड़िया/गुड़िआ,गुड़ियन/गुड़िअन
Noun_f,सक्ति,सक्ति,सक्ति,सक्ति,सक्तिन
Noun_f,ऋतु,ऋतु,ऋतु,ऋतु,ऋतुन
Noun_f,बहू,बहू,बहुन,बहू,बहुन
Noun_f,लौ,लौ,लौअन,लौ,लौअन
Noun_f,माँ,माँ/मां,माँवन/माँयन/माँइन/मांवन/मांयन/मांँइन,माँ/मां,माँवन/माँयन/माँइन/मांवन/मांयन/मांँइन
Noun_f,फोटो,फोटो,फोटो,फोटो,फोटोन
Noun_f,फोटों,फोटों/फोटोँ,फोटों/फोटोँ,फोटों/फोटोँ,फोटोंन/फोटोँन
Noun_f,भूइं,भूइं/भूइँ/भूईं/भूईँ,भूइंअन/भूइँअन/भूईंन/भूईँन,भूइं/भूइँ/भूईं/भूईँ,भूइंअन/भूइँअन/भूईंन/भूईँन
Noun_f,भौं,भौं/भौँ,भौंअन/भौँअन/भँउअन/भंउअन,भौं/भौँ,भौंअन/भौँअन/भँउअन/भंउअन
Noun_f,भरसाईं,भरसाईं/भरसाईँ,भरसाइंन/बरसाइँन,भरसाईं/भरसाईँ,भरसाइंन/बरसाइँन
Noun_f,भोर,भोर,भोर,भोर,भोरन
Noun_f_e,लड़की,लड़किए,लड़किअइ,लड़किऐ,लड़किने
Noun_f_e,माई,माइए,मइए,मइअइ,मइऐ
Noun_f_e,मायिए,मायिअइ,मायै,माइने,माइनइ
Noun_f_e,राते,रातइ,रातै,रातने,रातनइ
Noun_f_e,रातिए,रातिए,रातिअइ,रातिने,रातिनइ
Noun_f_e,औरते,औरतइ,औरतै,औरतने,औरतनइ
Noun_f_e,भासे,भासइ,भासै,भासने,भासनइ
Noun_f_e,गुड़िये,गुड़िए,गुड़ियइ,गुड़िअइ,गुड़िऐ
Noun_f_e,गुड़ियने,गुड़िअनइ,गुड़िअने,गुड़ियनै,गुड़िअनै
Noun_f_e,सक्तिअइ,सक्तिऐ,सक्तिने,सक्तिनइ,सक्तिनऐ
Noun_f_e,ऋतुअइ,ऋतुऐ,ऋतुने,ऋतुअनइ,ऋतुनै
Noun_f_e,बहुअइ,बहुऐ,बहुने,बहुनइ,बहुनै
Noun_f_e,लौअइ,लौऐ,लौने,लौनइ,लौनै
Noun_f_e,माँऐ,माँए,मांअइ,मांऐ,मांए
Noun_f_e,माँवने,मांवनइ,मांवनै,मांवने,माँयनइ
Noun_f_e,मांयनइ,मांयनै,मांयने,माँइने,माँइनइ
Noun_f_e,मांँइनइ,मांँइनै,फोटो,फोटोए,फोटोअइ
Noun_f_e,फोटोनइ,फोटोनै,फोटों,फोटोँए,फोटँअइ
Noun_f_e,फोटोंअइ,फोटोंऐ,फोटोँने,फोटोँनइ,फोटोँनै
Noun_f_e,फोटोंनै,भूइं,भूइंए,भूइँए,भूइंअइ
Noun_f_e,भूइँऐ,भूइंअने,भूइँअने,भूइंअनइ,भूइँअनइ
Noun_f_e,भौं,भौंए,भौँए,भौँउए,भौंउए
Noun_f_e,भौँउऐ,भौंउऐ,भौंअइ,भौँअइ,भौँउअइ
Noun_f_e,भौँअने,भँउअने,भंउअने,भौंअनइ,भौँअनइ
Noun_f_e,भौंअनै,भौँअनै,भँउअनै,भंउअनै,भरसाईं
Noun_f_e,भरसइंअइं,भरसइँअइँ,भरसाइंऐं,भरसाइँऐँ,भरसाइंने
Noun_f_e,भरसाइँनइँ,भरसइंने,भरसइँने,भरसइंनइं,भरसइँनइँ
Noun_f_e,भोरइ,भोरै,भोरने,भोरनइ,भोरनै
Noun_m_e1,लड़िका,लड़िको/लड़िकौ/लड़िकउ,लड़िकनो/लड़िकनौ/लड़िकनउ,लड़िको/लड़िकौ/लड़िकउ,लड़िकनौ/लड़िकनो/लड़िकनउ
Noun_m_e1,राजा,राजो/राजौ/राजउ,राजो/राजौ/राजउ,राजो/राजौ/राजउ,राजनो/राजनौ/राजनउ
Noun_m_e1,घर,घरो/घरौ/घरउ,घरो/घरौ/घरउ,घरो/घरौ/घरउ,घरनो/घरनौ/घरनउ
Noun_m_e1,खर्च,खर्चो/खर्चौ/खर्चउ,खर्चो/खर्चौ/खर्चउ,खर्चो/खर्चौ/खर्चउ,खर्चनो/खर्चनौ/खर्चनउ
Noun_m_e1,कवि,कविओ/कविअउ/कविऔ,कविओ/कविअउ/कविऔ,कविओ/कविअउ/कविऔ,कविनो/कविनउ/कविनौ
Noun_m_e1,आदमी,आदमिओ/आदमिअउ/आदमिऔ,आदमिओ/आदमिअउ/आदमिऔ,आदमिओ/आदमिअउ/आदमिऔ,आदमिनउ/आदमिनो/आदमिनौ
Noun_m_e1,सत्रु,सत्रुओ/सत्रुअउ/सत्रुऔ,सत्रुओ/सत्रुअउ/सत्रुऔ,सत्रुओ/सत्रुअउ/सत्रुऔ,सत्रुनो/सत्रुनउ/सत्रुनौ
Noun_m_e1,आलू,आलुओ/आलुअउ/आलुऔ,आलुओ/आलुअउ/आलुऔ,आलुओ/आलुअउ/आलुऔ,आलुनउ/आलुनो/आलुनौ
Noun_m_e1,कुवाँ,कुवों/कुवौं/कुवउं/कुवोँ/कुवौँ/कुवउँ/कुओं/कुऔं/कुअंउ/कुओँ/कुऔँ/कुअँउ,कुवों/कुवौं/कुवउं/कुवोँ/कुवौँ/कुवउँ/कुओं/कुऔं/कुअंउ/कुओँ/कुऔँ/कुअँउ,कुवों/कुवौं/कुवउं/कुवोँ/कुवौँ/कुवउँ/कुओं/कुऔं/कुअंउ/कुओँ/कुऔँ/कुअँउ,कुवँनउ/कुवंनउ/कुंवनो/कुंवनौ/कुँवनो/कुँवनौ/कुअँनो/कुअंनो/कुअँनउ/कुअंनउ/कुअँनौ/कुअंनौ
Noun_m_e1,गेहूँ,गेहूँओ/गेहूंओ/गेहूँऔ/गेहूंऔ/गेहूँअउ/गेहूंअउ,गेहूँओ/गेहूंओ/गेहूँऔ/गेहूंऔ/गेहूँअउ/गेहूंअउ,गेहूँओ/गेहूंओ/गेहूँऔ/गेहूंऔ/गेहूँअउ/गेहूंअउ,गेहुँनो/गेहुंनो/गेहुँनउ/गेहुंनउ/गेहुँनौ/गेहुंनौ
